run_uuid,func_name,call_count,total_energy_j,total_elapsed_ns
7d44afb7-ec0d-48e6-997a-89865ba9290c,_run_threads,1,2112278772.0,112069743473
d813fb80-63f7-44c1-8d59-b1fc5713c126,_run_threads,1,2129337444.0,112138465931
7f948fd3-2f11-4c45-86b6-2164265165da,_run_threads,1,2134389311.0,112221696334
b7450bf4-ff9a-4012-92a8-237f2b9a5125,_run_threads,1,2134581205.0,111762650337
0980cfb1-1a21-4a3e-a0cf-501621d08832,_run_threads,1,2139710159.0,111782290365
54021d84-6f58-4160-8212-554f84eb85e8,_run_threads,1,2158810514.0,111888113727
6180d9c3-3daf-49d0-ab53-e506ff6f8de1,_run_threads,1,2156006505.0,111969977786
f03fcd25-0570-4b52-b095-36c3fb9bde32,_run_threads,1,2149909718.0,112015573190
27bc8dd8-f165-41f2-a8f6-db6cae75cd07,_run_threads,1,2142896187.0,112018418568
7e5db7fd-b575-40e5-83bf-92b14b27f752,_run_threads,1,2149525625.0,112030194900
6b548dd4-a32d-4b23-9220-38a8c18bf9bd,_run_threads,1,2157505219.0,111983898967
987e51b5-9234-4952-a688-e6965ada3869,_run_threads,1,2163456315.0,112108426291
81867059-4382-46bd-bc44-f32537dce20d,_run_threads,1,2150418933.0,111873626810
3944c620-da37-4762-a3e1-99ed952779f4,_run_threads,1,2154195534.0,111972606546
e637e6cf-5594-4544-840b-5c53f7a10246,_run_threads,1,2152483686.0,111799944198
358a28c3-9926-45e2-89ce-c53ffa35d4c1,_run_threads,1,2153049176.0,111960638007
97f6ccd6-d1a4-4629-b746-f51f610bf3e9,_run_threads,1,2165133800.0,112001458114
2e83482b-8713-43ac-b348-8de1a5486e4c,_run_threads,1,2155310706.0,111999533572
9dc1b930-7b81-4b07-8405-cafebbfda4ff,_run_threads,1,2151620347.0,111706684675
6b621327-12fa-4c01-abc9-d4797f902459,_run_threads,1,2149290152.0,111766454163
378372c0-4068-473c-ac58-b8a52ef8aea0,_run_threads,1,2166968085.0,111849623997
9ebd87cf-cc1e-4365-88fb-a4260f0d6ac0,_run_threads,1,2133862641.0,111611887757
e9e60428-7819-4263-b062-ff6d6413225b,_run_threads,1,2149958729.0,111741509462
3ff76b48-cce8-48ac-94d9-86f501d2af8f,_run_threads,1,2152832440.0,111801406415
20b3f575-571a-4113-aa95-123367f25c4c,_run_threads,1,2159321194.0,112019943636
25f92cfe-e181-4fed-a6bf-92720e0b6beb,_run_threads,1,2159711756.0,112003666891
c5e3988a-e9b4-4055-a378-6a27db2da48e,_run_threads,1,2159385647.0,112039419016
2e9cd150-deaf-4a58-8bbd-a0ebafebf8a3,_run_threads,1,2161628866.0,112003272935
0e20a106-797f-4903-a654-b57d80d5f1ab,_run_threads,1,2165658946.0,112078708113
695d37a5-cef2-4a10-8e98-69c2949fe2e4,_run_threads,1,2164219008.0,111998727111
2af65366-8318-498f-ad45-3d9f2b51bdae,_run_threads,1,2165781322.0,112100005608
b03c3022-fe04-4824-afd3-2f5b9196253b,_run_threads,1,2169078370.0,112160887112
82f9f1a6-de5e-416e-a50a-e6de0090687c,_run_threads,1,2168291386.0,112163822713
d72e03b2-df3e-4485-a63f-ab6f90056549,_run_threads,1,2163547806.0,111887233017
78a0e7ed-003d-4dfc-8138-43697430902a,_run_threads,1,2165641002.0,111960677441
14870a75-7743-44db-b622-b900b80dc384,_run_threads,1,2179811252.0,112919108456
ef22b384-dfb0-4930-9b17-5a050bc5c7ce,_run_threads,1,2169747254.0,112185963601
14dfc920-da40-429a-94b6-7f5efb405e01,_run_threads,1,2173563101.0,112456325721
79212a5a-be99-4254-832a-b10dd0f25df4,_run_threads,1,2172098748.0,112308114279
fcb6991a-3b25-4a60-b19f-27b36a219ba7,_run_threads,1,2169811767.0,112066762589
0ddf0b04-b563-4496-a6b2-11008ce99a51,_run_threads,1,2168124881.0,112075644897
9131e13f-a050-457f-b80f-ed3db5141364,_run_threads,1,2168819521.0,112117638243
ec10b54f-af2c-4bd9-a3e2-7ad5404350e5,_run_threads,1,2167030402.0,111870090165
46f232db-3ec2-4991-91ca-6e61ec699c4a,_run_threads,1,2167967716.0,111923681749
eb7231a2-eebd-4707-91ac-b41706bcbcb0,_run_threads,1,2168930544.0,111861912438
3fd02e80-512e-4440-9ce1-580af766fd19,_run_threads,1,2168386782.0,111947068380
bd20fbfe-38e0-44ed-8c14-4924d943a573,_run_threads,1,2167624273.0,111914364860
e745dd8c-be4e-465e-b311-25d033706854,_run_threads,1,2170831417.0,112084150192
8ade6c44-0bd6-4451-b6d2-815f9f1ba119,_run_threads,1,2167852543.0,111942748301
3e3b506c-5c77-4af5-ace6-a4e6706ff2a0,_run_threads,1,2168782413.0,111933041809
95c6dd57-46d6-4a3a-9866-c5c0cd81fb92,_run_threads,1,2170889767.0,111997923993
fb381c44-4b43-450f-be85-b60a38d9188a,_run_threads,1,2171905633.0,111832671147
db972be9-2dde-493d-b8bc-62e241bcad9e,_run_threads,1,2172884941.0,112012397570
94afed64-72e3-4e8a-898c-2e6fb5a9325b,_run_threads,1,2200229414.0,113621231212
1f2247b9-9aa9-43f1-b1ed-70d2cfb1ba2b,_run_threads,1,2113344260.0,112262082882
e04a9b8f-c2f3-4532-b469-8b2bb07d65b5,_run_threads,1,2138479328.0,112354623934
1512c7cd-bc6a-4622-8bce-ead9225d0542,_run_threads,1,2150131886.0,112507025187
35923703-943e-4d6d-9c4b-3aac19873d93,_run_threads,1,2157374360.0,112391863246
a65bbf0b-2a63-4b6a-8353-5f835fc99749,_run_threads,1,2160156641.0,112499342693
2750d426-d3af-48e8-a8b6-2f2ae30c2eff,_run_threads,1,2164274428.0,112481914851
5692feba-61af-447a-9f89-3941edb8b106,_run_threads,1,2162339374.0,112481079492
cbae7035-81c7-4bc8-bd51-906ad6ca00cc,_run_threads,1,2162019001.0,112594316843
b9887e1e-fb6a-49a7-b544-9b61b1f1820a,_run_threads,1,2160246484.0,112479164201
41d21215-7260-4ebd-be88-f4242862fb47,_run_threads,1,2150491992.0,112295726710
c6ef4098-8745-4e6f-b248-9cfa729997c2,_run_threads,1,2158867887.0,112335193823
6ae51baf-c148-4c6d-b529-899c0cd72529,_run_threads,1,2163119523.0,112567900056
7b901cf5-da5c-4f7a-b775-b6173b060924,_run_threads,1,2162544940.0,112522579029
48a2f698-8f9f-4514-b42b-6ccaa24eabef,_run_threads,1,2166377755.0,112782544427
182132a7-b01a-45c8-a9f2-4c66b09784e8,_run_threads,1,2165641306.0,112705924218
366850bf-5134-4530-bd1c-1239c9fba542,_run_threads,1,2155519628.0,112575720870
12a843af-0f78-42cc-9a39-8c43c9c6f164,_run_threads,1,2156719149.0,112658365717
c4464b24-ec5a-4de7-b22a-02963997a820,_run_threads,1,2164499830.0,112608464236
c481c602-9420-4759-b0ad-939e3012315b,_run_threads,1,2153783489.0,112527245447
a31670e1-428b-476e-9fc2-9e911cec014f,_run_threads,1,2162266437.0,112509922092
3c2e5034-ede1-45ea-9384-f544b8f05c17,_run_threads,1,2161073081.0,112481089458
dc324ded-ff06-4938-905f-a064cd50b9c7,_run_threads,1,2157446746.0,112171705499
edbf1d18-fa8d-4cc9-b586-c2b04667d1fe,_run_threads,1,2158035491.0,112136565707
45ad0003-c376-42e6-a9a0-f13063193403,_run_threads,1,2155393713.0,112166032477
3856037b-264b-4819-aaa6-87e81444f737,_run_threads,1,2157864836.0,112306819355
6be6e85e-544a-4572-87ad-4fb035af8c47,_run_threads,1,2163500748.0,112455989221
a86d83af-44c8-46ba-853f-b3e52c16c7b5,_run_threads,1,2163068864.0,112699983502
39cd3f5c-c152-47ed-af4a-5950d39ef8d6,_run_threads,1,2160920494.0,112504239222
d8c3870a-6f41-4ac3-983e-faece26a8b83,_run_threads,1,2159095059.0,112321218449
93de3414-18d9-4ea9-875b-8e6fbbfe7ce1,_run_threads,1,2158295989.0,112294555721
